"CANCION","GRUPO/ARTISTA","GENERO","PUNTUACION","IMPACTO SOCIAL","TIPO DE IMPACTO","DESCRIPCION","AÑO"
"QUIEN SABE","CHRISTIAN MEIER","POP-ROCK","400","5","AMBIENTAL","D_924",""
"QUEDATE","CHRISTIAN MEIER","POP-ROCK","400","10","AMBIENTAL","D_925",""
"ESPERAME EN EL TREN","CHRISTIAN MEIER","POP-ROCK","400","3","AMBIENTAL","D_926",""
"LUGAR EN EL SOFA","CHRISTIAN MEIER","POP-ROCK","400","9","RELIGION","D_927",""
"ANGEL DEL CUARTO PISO","CHRISTIAN MEIER","POP-ROCK","400","4","EDUCATIVO","D_928",""
"SENTIMIENTO","CHRISTIAN MEIER","POP-ROCK","400","3","POLITICO","D_929",""
"PRIMERO EN MOJARME","CHRISTIAN MEIER","POP-ROCK","400","8","ECONOMICO","D_930",""
"VERTE ME DA IGUAL","CHRISTIAN MEIER","POP-ROCK","400","8","EDUCATIVO","D_931",""
"ME RECUERDAS A ALGUIEN","CHRISTIAN MEIER","POP-ROCK","400","4","POLITICO","D_932",""
"NO ME MAREES","CHRISTIAN MEIER","POP-ROCK","400","9","AMBIENTAL","D_933",""
"REPARTO OTRA VEZ","CHRISTIAN MEIER","POP-ROCK","400","1","POLITICO","D_934",""
"NUEVO SOL","CHRISTIAN MEIER","POP-ROCK","400","6","CULTURAL","D_935",""
"NADIE COMO TU","CHRISTIAN MEIER","POP-ROCK","800","2","SOCIAL","D_936",""
"ALGUIEN","CHRISTIAN MEIER","POP-ROCK","800","5","SOCIAL","D_937",""
"REGRESO AL INFIERNO","CHRISTIAN MEIER","POP-ROCK","800","8","POLITICO","D_938",""
"NOVIA DE NADIE","CHRISTIAN MEIER","POP-ROCK","800","9","AMBIENTAL","D_939",""
"NO LLORES MAS","CHRISTIAN MEIER","POP-ROCK","800","5","EDUCATIVO","D_940",""
"MEMPHIS MAFIA","CHRISTIAN MEIER","POP-ROCK","800","7","RELIGION","D_941",""
"INDECENTE","CHRISTIAN MEIER","POP-ROCK","800","9","CULTURAL","D_942",""
"ESA SI ES UNA MUJER","CHRISTIAN MEIER","POP-ROCK","800","9","EDUCATIVO","D_943",""
"LO QUE NO VIVI","CHRISTIAN MEIER","POP-ROCK","800","4","CULTURAL","D_944",""
"ADIOS MUNDO CRUEL","CHRISTIAN MEIER","POP-ROCK","800","5","CULTURAL","D_945",""
"GAME OVER","CHRISTIAN MEIER","POP-ROCK","800","8","POLITICO","D_946",""
"EL RENEGON","LOS DESTELLOS","ROCK","914","9","AMBIENTAL","D_947",""
"GUAJIRA SICODELICA","LOS DESTELLOS","ROCK","914","10","CULTURAL","D_948",""
"LA CHARAPITA","LOS DESTELLOS","ROCK","914","8","EDUCATIVO","D_949",""
"EL CHUCU CHUCU","LOS DESTELLOS","ROCK","914","9","AMBIENTAL","D_950",""
"EL AVISPON","LOS DESTELLOS","ROCK","914","5","AMBIENTAL","D_951",""
"RECORDANTE","LOS DESTELLOS","ROCK","914","5","POLITICO","D_952",""
"LA ARDILLITA","LOS DESTELLOS","ROCK","914","6","EDUCATIVO","D_953",""
"HERMOSA MELODIA","LOS DESTELLOS","ROCK","914","9","EDUCATIVO","D_954",""
"DESCARGA ELECTRICA","LOS DESTELLOS","ROCK","914","4","ECONOMICO","D_955",""
"CUANDO BAILA NARDA","LOS DESTELLOS","ROCK","914","9","AMBIENTAL","D_956",""
"LA MALVADA","LOS DESTELLOS","ROCK","914","5","AMBIENTAL","D_957",""
"RONDA TROPICAL","LOS DESTELLOS","ROCK","940","8","RELIGION","D_958",""
"ELSA","LOS DESTELLOS","ROCK","940","8","RELIGION","D_959",""
"ME RESIGNARE","LOS DESTELLOS","ROCK","940","5","AMBIENTAL","D_960",""
"LA CUMBIA DEL NIÑO","LOS DESTELLOS","ROCK","940","8","AMBIENTAL","D_961",""
"VOLANDO CON ELLA                   ","LOS DESTELLOS ","ROCK","940","2","SOCIAL","D_962","1960"
"LA ULTIMA DANZA                     ","LOS DESTELLOS ","ROCK","940","1","SOCIAL","D_963","1960"
"MARTIN                              ","LOS DESTELLOS ","ROCK","940","9","EDUCATIVO","D_964","1960"
"TU DONDE ESTAS                      ","LOS DESTELLOS ","ROCK","940","7","EDUCATIVO","D_965","1960"
"UN DESTELLO EN LA PRADERA          ","LOS DESTELLOS ","ROCK","940","9","SOCIAL","D_966","1960"
"PRONTO UN DOCTOR                    ","LOS YORK'S    ","ROCK","866","9","CULTURAL","D_967","1965"
"ROGARAS                             ","LOS YORK'S    ","ROCK","866","9","CULTURAL","D_968","1965"
"LA CARTA                            ","LOS YORK'S    ","ROCK","866","8","AMBIENTAL","D_969","1965"
"ESPERANDO                           ","LOS YORK'S    ","ROCK","866","9","ECONOMICO","D_970","1965"
"ENAMORADA DE UN AMIGO MIO          ","LOS YORK'S    ","ROCK","866","5","SOCIAL","D_971","1965"
"ABRAZAME                            ","LOS YORK'S    ","ROCK","866","7","POLITICO","D_972","1965"
"NO PUEDO AMAR                       ","LOS YORK'S    ","ROCK","866","10","CULTURAL","D_973","1965"
"CIELO                               ","LOS YORK'S    ","ROCK","866","5","CULTURAL","D_974","1965"
"MUY FACIL                           ","LOS YORK'S    ","ROCK","866","7","CULTURAL","D_975","1965"
"HUNKI PANKY                         ","LOS YORK'S    ","ROCK","866","6","POLITICO","D_976","1965"
"PENSANDO ESTOY                      ","LOS YORK'S    ","ROCK","866","4","RELIGION","D_977","1965"
"SOLO PIDO AMOR                      ","LOS YORK'S    ","ROCK","862","9","RELIGION","D_978","1965"
"CHARO                              ","LOS YORK'S    ","ROCK","862","8","ECONOMICO","D_979","1965"
"SE QUE NO CAMBIARAS                 ","LOS YORK'S    ","ROCK","862","9","EDUCATIVO","D_980","1965"
"VALLERY                             ","LOS YORK'S    ","ROCK","862","8","EDUCATIVO","D_981","1965"
"MIRA TU                             ","LOS YORK'S    ","ROCK","862","7","RELIGION","D_982","1965"
"LA ALEGRIA DE TU AMOR               ","LOS YORK'S    ","ROCK","862","10","EDUCATIVO","D_983","1965"
"EL VIAJE                            ","LOS YORK'S    ","ROCK","862","10","RELIGION","D_984","1965"
"SOLO ESTOY                          ","LOS YORK'S    ","ROCK","862","9","AMBIENTAL","D_985","1965"
"AYER TUVE UN SUEÑO                 ","LOS YORK'S    ","ROCK","800","8","ECONOMICO","D_986","1965"
"VUELVE                              ","LOS YORK'S    ","ROCK","800","7","SOCIAL","D_987","1965"
"EL PRESO                            ","LOS YORK'S    ","ROCK","800","8","AMBIENTAL","D_988","1965"
"EL SICODELICO                       ","LOS YORK'S    ","ROCK","800","4","POLITICO","D_989","1965"
"CATEDRAL DE WINCHESTER              ","LOS YORK'S    ","ROCK","800","6","CULTURAL","D_990","1965"
"JUSTO A MI GUSTO                   ","LOS YORK'S    ","ROCK","800","1","AMBIENTAL","D_991","1965"
"EL LOCO                             ","LOS YORK'S    ","ROCK","800","4","RELIGION","D_992","1965"
"ARREPENTIDO                         ","LOS YORK'S    ","ROCK","800","8","ECONOMICO","D_993","1965"
"EL BATMAN DEL KAYSER                ","LOS YORK'S    ","ROCK","800","9","POLITICO","D_994","1965"
"EL ULTIMO BESO                      ","LOS YORK'S    ","ROCK","800","3","SOCIAL","D_995","1965"
"EL PODER VERDE                      ","LOS MIRLOS    ","CUMBIA","946","8","EDUCATIVO","D_996","1970"
"CUMBIA AMAZONICA                    ","LOS MIRLOS    ","CUMBIA","946","9","AMBIENTAL","D_997","1970"
"VUELA PAJARITO, VUELA              ","LOS MIRLOS    ","CUMBIA","946","8","AMBIENTAL","D_998","1970"
"TEMA EL AMOR LIBRE                  ","LOS MIRLOS    ","CUMBIA","946","4","RELIGION","D_999","1970"
"EL JUEGO DE TU AMOR                 ","LOS MIRLOS    ","CUMBIA","946","7","RELIGION","D_1000","1970"
"LA DULZURA DE TUS LABIOS            ","LOS MIRLOS    ","CUMBIA","946","4","CULTURAL","D_1001","1970"
"LAMENTO EN LA SELVA                 ","LOS MIRLOS    ","CUMBIA","946","9","EDUCATIVO","D_1002","1970"
"EL CHASCO                            ","LOS MIRLOS    ","CUMBIA","946","8","AMBIENTAL","D_1003","1970"
"CHINITO EN ONDA                     ","LOS MIRLOS    ","CUMBIA","946","10","ECONOMICO","D_1004","1970"
"EL VAIVEN                           ","LOS MIRLOS    ","CUMBIA","946","9","SOCIAL","D_1005","1970"
"EL ESCAPE                           ","LOS MIRLOS    ","CUMBIA","946","9","AMBIENTAL","D_1006","1970"
"PARA VIOLETA                        ","LOS MIRLOS    ","CUMBIA","946","5","POLITICO","D_1007","1970"
"EL SONIDO DE LOS MIRLOS             ","LOS MIRLOS    ","CUMBIA","928","7","EDUCATIVO","D_1008","1970"
"BAILANDO CON ROSITA                 ","LOS MIRLOS    ","CUMBIA","928","8","RELIGION","D_1009","1970"
"ILUSION DE AMOR                     ","LOS MIRLOS    ","CUMBIA","928","5","EDUCATIVO","D_1010","1970"
"DON AGUCHO                           ","LOS MIRLOS    ","CUMBIA","928","5","ECONOMICO","D_1011","1970"
"SINFONIA PARA UN RECUERDO           ","LOS MIRLOS    ","CUMBIA","928","1","CULTURAL","D_1012","1970"
"LA JUGUETONA                         ","LOS MIRLOS    ","CUMBIA","928","9","POLITICO","D_1013","1970"
"AMOR TIERNO AMOR                    ","LOS MIRLOS    ","CUMBIA","928","8","POLITICO","D_1014","1970"
"HERMOSA FLOR                        ","LOS MIRLOS    ","CUMBIA","928","10","POLITICO","D_1015","1970"
"LENITA                              ","LOS MIRLOS    ","CUMBIA","928","4","SOCIAL","D_1016","1970"
"SUPLICA DE AMOR                     ","LOS MIRLOS    ","CUMBIA","928","8","ECONOMICO","D_1017","1970"
"MACHU PICCHU BLUES                  ","GERARDO MANUEL & HUMO ","ROCK","856","8","POLITICO","D_1018","1980"
"PERDIDO                             ","GERARDO MANUEL & HUMO ","ROCK","856","8","SOCIAL","D_1019","1980"
"HEY ESPAÑOLES, NO ESCUCHAN EL LAMENTO DE LOS INCAS?","GERARDO MANUEL & HUMO ","ROCK","856","4","RELIGION","D_1020","1980"
"LA LEYENDA DEL LAGO                 ","GERARDO MANUEL & HUMO ","ROCK","856","3","ECONOMICO","D_1021","1980"
"PUNTO Y APARTE                      ","GERARDO MANUEL & HUMO ","ROCK","856","9","CULTURAL","D_1022","1980"
"MADRE TIERRA (LO SENTIMOS)          ","GERARDO MANUEL & HUMO ","ROCK","856","8","CULTURAL","D_1023","1980"
"MUNDOS EXTRANOS                     ","GERARDO MANUEL & HUMO ","ROCK","856","9","EDUCATIVO","D_1024","1980"
"HACIA DONDE VAN?                    ","GERARDO MANUEL & HUMO ","ROCK","856","8","POLITICO","D_1025","1980"
"DICIEMBRE 31. 1999 5:36P.M.          ","GERARDO MANUEL & HUMO ","ROCK","856","10","EDUCATIVO","D_1026","1980"
"APOCALLYPSIS (PRINCIPIO Y FIN)      ","GERARDO MANUEL & HUMO ","ROCK","846","9","ECONOMICO","D_1027","1980"
"ESTAS LISTO?                        ","GERARDO MANUEL & HUMO ","ROCK","846","9","SOCIAL","D_1028","1980"
"MIRANDO AL FUTURO                   ","GERARDO MANUEL & HUMO ","ROCK","846","10","CULTURAL","D_1029","1980"
"NOCHE SOLITARIA                     ","GERARDO MANUEL & HUMO ","ROCK","846","8","RELIGION","D_1030","1980"
"TE TRAERE FLORES EN LA MAÑANA        ","GERARDO MANUEL & HUMO ","ROCK","846","6","ECONOMICO","D_1031","1980"
"ADONDE FUISTE?                       ","GERARDO MANUEL & HUMO ","ROCK","846","6","SOCIAL","D_1032","1980"
"ALMA DE ROCK & ROLL                  ","GERARDO MANUEL & HUMO ","ROCK","846","9","RELIGION","D_1033","1980"
"LO PUEDO HACER SI TU LO HACES       ","GERARDO MANUEL & HUMO ","ROCK","846","8","ECONOMICO","D_1034","1980"
"96 LAGRIMAS                          ","GERARDO MANUEL & HUMO ","ROCK","846","9","AMBIENTAL","D_1035","1980"
"AY AMOR                              ","LOS ANGELES NEGROS ","ROCK","886","7","ECONOMICO","D_1036","1970"
"MI NIÑA                              ","LOS ANGELES NEGROS ","ROCK","886","9","ECONOMICO","D_1037","1970"
"COMO QUISIERA DECIRTE                ","LOS ANGELES NEGROS ","ROCK","886","4","RELIGION","D_1038","1970"
"TANTO ADIOS                          ","LOS ANGELES NEGROS ","ROCK","886","7","EDUCATIVO","D_1039","1970"
"YO SE QUE ESTAS                      ","LOS ANGELES NEGROS ","ROCK","886","5","AMBIENTAL","D_1040","1970"
"EL REY Y YO                          ","LOS ANGELES NEGROS ","ROCK","886","4","CULTURAL","D_1041","1970"
"Y VOLVERE                            ","LOS ANGELES NEGROS ","ROCK","886","8","ECONOMICO","D_1042","1970"
"MEJOR ES MORIR, MORIR                ","LOS ANGELES NEGROS ","ROCK","886","9","AMBIENTAL","D_1043","1970"
"Y BUEN VIAJE                         ","LOS ANGELES NEGROS ","ROCK","886","4","CULTURAL","D_1044","1970"
"POR SIEMPRE                          ","LOS ANGELES NEGROS ","ROCK","886","5","EDUCATIVO","D_1045","1970"
"DE OTRO BRAZO                        ","LOS ANGELES NEGROS ","ROCK","886","9","ECONOMICO","D_1046","1970"
"MURIO LA FLOR                        ","LOS ANGELES NEGROS ","ROCK","886","5","AMBIENTAL","D_1047","1970"
"LA CIUDAD SIN TI                     ","LOS ANGELES NEGROS ","ROCK","942","9","CULTURAL","D_1048","1970"
"CAMINANDO POR LA NOCHE               ","LOS ANGELES NEGROS ","ROCK","942","10","SOCIAL","D_1049","1970"
"MI VENTANA                           ","LOS ANGELES NEGROS ","ROCK","942","9","ECONOMICO","D_1050","1970"
"QUISIERA NO QUERERTE MAS             ","LOS ANGELES NEGROS ","ROCK","942","9","POLITICO","D_1051","1970"
"GRACIAS MI AMOR                      ","LOS ANGELES NEGROS ","ROCK","942","10","SOCIAL","D_1052","1970"
"LA HUELLA DE MI AMOR                 ","LOS ANGELES NEGROS ","ROCK","942","7","RELIGION","D_1053","1970"
"QUIERO MAS DE TI                     ","LOS ANGELES NEGROS ","ROCK","942","8","SOCIAL","D_1054","1970"
"REQUIEM A UN AMOR                    ","LOS ANGELES NEGROS ","ROCK","942","8","SOCIAL","D_1055","1970"
"EN TU AMOR                           ","LOS ANGELES NEGROS ","ROCK","942","4","ECONOMICO","D_1056","1970"
"LAS VICTORIAS DE VIÑA DEL MAR        ","LOS ANGELES NEGROS ","ROCK","942","3","EDUCATIVO","D_1057","1970"
"GRACIAS A LA TIERRA                  ","LOS ANGELES NEGROS ","ROCK","942","5","POLITICO","D_1058","1970"
"TE DEJO LA CUIDAD SIN MI             ","LOS ANGELES NEGROS ","ROCK","942","10","POLITICO","D_1059","1970"
"EL PORCENTAJE                        ","LOS ANGELES NEGROS ","ROCK","920","9","SOCIAL","D_1060","1970"
"POBRE MI MADRE QUERIDA","CARLOS GARDEL","VALS","706","7","ECONOMICO","D_1061",""
"ES EN VANO","CARLOS GARDEL","VALS","622","1","POLITICO","D_1062",""
"AL PASAR POR EL TEATRO","ALMENERIO Y VELEZ","VALS","656","4","AMBIENTAL","D_1063",""
"LA ÑUSITA","VELARDE Y MEDINA","VALS","990","7","POLITICO","D_1064",""
"AY ELENA","GARDEL","VALS","592","8","RELIGION","D_1065",""
"QUE SUERTE LA DEL INGLES","GARDEL","VALS","870","8","ECONOMICO","D_1066",""
"LOS CAZADORES","ALMENERIO Y SAEZ","VALS","524","10","AMBIENTAL","D_1067",""
"LA ABEJA","CARLOS GAMARRA","VALS","416","8","RELIGION","D_1068",""
"TRISTE ENTRERRIANO","CARLOS GARDEL","VALS","768","10","AMBIENTAL","D_1069",""
"CHINA HEREJE","CARLOS GARDEL","VALS","410","5","RELIGION","D_1070",""
"MANDAME QUITAR LA VIDA","RODRIGUEZ Y VARGAS","VALS","364","8","POLITICO","D_1071",""
"ALEJANDRINO MONTES","RODRIGUEZ Y VARGAS","VALS","986","9","EDUCATIVO","D_1072",""
"AMOR SOLICITADO","SAEZ Y HERMANOS ASCUEZ","VALS","822","3","CULTURAL","D_1073",""
"IDOLO","ANTONIO SALERNO","VALS","708","9","RELIGION","D_1074",""
"COMO TODAS","CARLOS GARDEL","VALS","988","9","AMBIENTAL","D_1075",""
"CRUZ DE PALO","CARLOS GARDEL","VALS","784","8","POLITICO","D_1076",""
"LA PULPERA DE SANTA LUCIA","ORQUESTA TIPICA F.  CANARO","VALS","748","7","POLITICO","D_1077",""
"NO ME OLVIDES","ORQUESTA TIPICA F.  CANARO","VALS","590","8","AMBIENTAL","D_1078",""
"SALUD DINERO Y AMOR","CHARLO","VALS","792","6","RELIGION","D_1079",""
"AY AURORA","CHARLO","VALS","356","8","CULTURAL","D_1080",""
"EL PLEBEYO","LOS TROVADORES DEL PERU","VALS","992","4","AMBIENTAL","D_1081",""
"ESTRELLITA DEL SUR","LOS TROVADORES DEL PERU","VALS","986","10","POLITICO","D_1082",""
"LA PULPERA DE SANTA LUCIA","ALBERTO CASTILLO Y SU ORQUESTA TIPICA","VALS","254","9","EDUCATIVO","D_1083",""
"MENTA Y CEDRON","ALBERTO CASTILLO","VALS","884","8","EDUCATIVO","D_1084",""
"ALMA CORAZON Y VIDA","LOS EMBAJADORES CRIOLLOS","VALS","962","7","AMBIENTAL","D_1085",""
"AMEMONOS","ANTONIO TORMO","VALS","204","8","SOCIAL","D_1086",""
"LOS EJES DE MI CARRETA","ANTONIO TORMO","VALS","224","7","CULTURAL","D_1087",""
"MIS HARAPOS","ANTONIO TORMO","VALS","426","5","EDUCATIVO","D_1088",""
"DOS QUE SE AMAN","ANTONIO TORMO","VALS","582","5","CULTURAL","D_1089",""
"LA CANCION DEL LINYERA","ANTONIO TORMO","VALS","322","8","RELIGION","D_1090",""
"FLORES DEL ALMA","ANTONIO TORMO","VALS","468","8","ECONOMICO","D_1091",""
"PUENTECITO DE MI RIO","ANTONIO TORMO","VALS","676","9","SOCIAL","D_1092",""
"ANAHI","ANTONIO TORMO","VALS","904","5","POLITICO","D_1093",""
"BESARTE QUIEN PUDIERA","ANTONIO TORMO","VALS","794","2","CULTURAL","D_1094",""
"MI CAMISA","ANTONIO TORMO","VALS","334","5","ECONOMICO","D_1095",""
"PAISAJE DE CATAMARCA","ANTONIO TORMO","VALS","284","8","ECONOMICO","D_1096",""
"LAS QUIMERAS","ANTONIO TORMO","VALS","272","10","POLITICO","D_1097",""
"YO LA QUERIA PATITA","LOS TROVEROS CRIOLLOS","VALS","804","8","CULTURAL","D_1098",""
"LA DUEÑA DEL SANTO","ALICIA MAGUIÑA","VALS","910","9","CULTURAL","D_1099",""
"MARABU","LUCHO BARRIOS","VALS","420","9","ECONOMICO","D_1100",""
"ESTAMPA LIMEÑA","ALICIA MAGUIÑA","VALS","438","5","AMBIENTAL","D_1101",""
"CALLEJON","LOS EMBAJADORES CRIOLLOS","VALS","316","5","SOCIAL","D_1102",""
"LOS ROMANCEROS CRIOLLOS","LOS ROMANCEROS CRIOLLOS","VALS","404","8","CULTURAL","D_1103",""
"CARMEN","PACO Y GENARO","VALS","488","7","POLITICO","D_1104",""
"CANTAN LOS KIPUS","LOS KIPUS","VALS","466","8","SOCIAL","D_1105",""
"LOS TROVADORES DEL PERU","LOS TROVADORES DEL PERU","VALS","534","3","EDUCATIVO","D_1106",""
"KARAMANDUCA","CONJUNTO FIESTA CRIOLLA","VALS","752","5","RELIGION","D_1107",""
"LOS KIPUS EN TV","LOS KIPUS","VALS","922","7","CULTURAL","D_1108",""
"LOS IDOLOS DEL PUEBLO","LOS IDOLOS DEL PUEBLO","VALS","734","4","POLITICO","D_1109",""
"DOS QUE SE AMAN","ANTONIO TORMO","VALS","704","9","RELIGION","D_1110",""
"RINCON LIMEÑO","LOS CHAMAS","VALS","200","8","RELIGION","D_1111",""
"EL CHOLO BERROCAL CON GUITARRAS","EL CHOLO BERROCAL","VALS","942","8","POLITICO","D_1112",""
"CINCUENTA AÑOS DE MUSICA CRIOLLA VOL1","FILOMENO ORMEÑO","VALS","700","10","EDUCATIVO","D_1113",""
"GUITARRAS Y VOCES DE LOS MOROCHUCOS","LOS MOROCHUCOS","VALS","800","8","ECONOMICO","D_1114",""
"VALSES CRIOLLOS DEL RECUERDO","VARIOUS ARTISTS","VALS","266","8","ECONOMICO","D_1115",""
"VUELVEN","LOS TROVEROS CRIOLLOS","VALS","698","9","POLITICO","D_1116",""
"PAYASO","EL CHOLO BERROCAL","VALS","800","1","ECONOMICO","D_1117",""
"LOS CHAMAS","LOS CHAMAS","VALS","988","9","SOCIAL","D_1118",""
"AL MERITO","MARIA DE JESUS VASQUEZ","VALS","200","8","POLITICO","D_1119",""
"VALSES CON LOS DAVALOS","LOS DAVALOS","VALS","200","7","CULTURAL","D_1120",""
"CANTAN VALSES DEL AYER","LOS GENIOS","VALS","800","7","SOCIAL","D_1121",""
"ANTOLOGIA DEL VALS PERUANO","LOS MOROCHUCOS","VALS","728","7","SOCIAL","D_1122",""
"DIALOGANDO","CHABUCA GRANDA","VALS","678","7","CULTURAL","D_1123",""
"ASI NOMAS","OSCAR AVILES","VALS","900","7","SOCIAL","D_1124",""
"AROMAS CRIOLLOS","CARMENCITA LARA","VALS","800","9","AMBIENTAL","D_1125",""
"CANTA A CHABUCA GRANDA","CHABUCA GRANDA","VALS","578","7","ECONOMICO","D_1126",""
"LOS BRONCES CRIOLLOS DE LUCHO NEVES","LUCHO NEVES Y SU CONJUNTO","VALS","676","1","SOCIAL","D_1127",""
"MI PERU","LOS TROVADORES DEL NORTE","VALS","700","8","SOCIAL","D_1128",""
"DESPERTAR","TANIA LIBERTAD","VALS","800","1","ECONOMICO","D_1129",""
"LA MORENA DE ORO DEL PERU","LUCHA REYES","VALS","754","5","ECONOMICO","D_1130",""
"ENTRE GALLOS Y MEDIANOCHE","CONJUNTO FIESTA CRIOLLA","VALS","248","8","ECONOMICO","D_1131",""
"CHABUCA GRANDA INTERPRETADA POR ELOISA ANGULO","ELOISA ANGULO","VALS","200","6","ECONOMICO","D_1132",""
"OSCAR AVILES","OSCAR AVILES","VALS","200","5","RELIGION","D_1133",""
"CUANDO ESCUCHES ESTE VALS","ALFREDO ROLANDO ORTIZ","VALS","200","5","SOCIAL","D_1134",""
"UNA CARTA AL CIELO","LUCHA REYES","VALS","790","8","SOCIAL","D_1135",""
"MI SAXO MAS CRIOLLO","JULIO MORI Y SU CONJUNTO","VALS","200","5","ECONOMICO","D_1136",""
"JARANA DE ROMPE Y RAJA","VARIOUS ARTISTS","VALS","700","7","EDUCATIVO","D_1137",""
"MI NUEVO PERU","LOS HERMANOS ZAÑARTU","VALS","200","4","EDUCATIVO","D_1138",""
"CHOLO SOY Y NO ME COMPADEZCAS","LUIS ABANTO MORALES","VALS","878","8","AMBIENTAL","D_1139",""
"MARIA ESTHER","LUIS ABANTO MORALES","VALS","874","9","RELIGION","D_1140",""
"SIEMPRE CRIOLLA","LUCHA REYES","VALS","688","8","POLITICO","D_1141",""
"RECITAL DE ELOISA ANGULO","ELOISA ANGULO","VALS","200","8","AMBIENTAL","D_1142",""
"MI CARIÑITO","LOS KIPUS","VALS","904","8","CULTURAL","D_1143",""
"NADA SOY","LOS KIPUS","VALS","896","5","CULTURAL","D_1144",""
"ZAMBO CAVERO Y OSCAR AVILES","ZAMBO CAVERO Y OSCAR AVILES","VALS","900","8","ECONOMICO","D_1145",""
"Y SUS VOCES","LOS KIPUS","VALS","816","3","RELIGION","D_1146",""
"CHOLO SOY Y NO ME COMPADEZCAS","LUIS ABANTO MORALES","VALS","850","8","CULTURAL","D_1147",""
"CON PUNTA","TACO Y ESTHER GRANADOS","VALS","660","4","SOCIAL","D_1148",""
"MI ULTIMA CANCION","LUCHA REYES","VALS","892","1","SOCIAL","D_1149",""
"LA FIESTA DE JULIO MORI","JULIO MORI","VALS","280","9","ECONOMICO","D_1150",""
"EL CHOLO CADENAS","LOS MOCHICAS","VALS","200","6","EDUCATIVO","D_1151",""
"LA DULCE VOZ DE TANIA LIBERTAD","TANIA LIBERTAD","VALS","500","5","POLITICO","D_1152",""
"VIEJA LIMEÑA","LUCIA DE LA CRUZ","VALS","828","9","ECONOMICO","D_1153",""
"UNICOS","ARTURO ZAMBO CAVERO Y OSCAR AVILES","VALS","900","8","CULTURAL","D_1154",""
"LA UNICA","VERONIKHA","VALS","600","4","EDUCATIVO","D_1155",""
"VALSES CRIOLLOS","ARIEL RAMIREZ","VALS","600","7","ECONOMICO","D_1156",""
"GRACIAS AMOR","LUCIA DE LA CRUZ","VALS","700","8","CULTURAL","D_1157",""
"DONDE TU VAYAS","VERONIKHA","VALS","200","10","AMBIENTAL","D_1158",""
"LA MUJER PERUANA EN LA CANCION CRIOLLA","VARIOUS ARTISTS","VALS","800","8","POLITICO","D_1159",""
"EL RETORNO DE MARITZA RODRIGUEZ","MARITZA RODRIGUEZ","VALS","200","8","SOCIAL","D_1160",""
"VALSES CRIOLLOS VOL2","ARIEL RAMIREZ","VALS","212","8","ECONOMICO","D_1161",""
"FLORES PARA MI MADRE","ANTONIO TORMO","VALS","920","4","AMBIENTAL","D_1162",""
"VALSES CANCIONES Y TANGOS","GINAMARIA HIDALGO","VALS","488","6","EDUCATIVO","D_1163",""
"LOS ROMANCEROS CRIOLLOS","LOS ROMANCEROS CRIOLLOS","VALS","200","8","CULTURAL","D_1164",""
"ALMA CORAZON Y VIDA","LOS EMBAJADORES CRIOLLOS","VALS","800","9","POLITICO","D_1165",""
"LOS KIPUS CON EVA","LOS KIPUS","VALS","666","10","AMBIENTAL","D_1166",""
"REMINISCENCIAS Y OTROS VALSES INOLVIDABLES","JULIO JARAMILLO","VALS","776","6","SOCIAL","D_1167",""
"LLORA LLORA CORAZON","CARMENCITA LARA","VALS","806","9","ECONOMICO","D_1168",""
"LA PIRILACHA","NILDA MOYA","VALS","100","8","AMBIENTAL","D_1169",""
"LA DIUCA DE MI ABUELO","NILDA MOYA","VALS","82","8","CULTURAL","D_1170",""
"LO MEJOR DE","MARITZA RODRIGUEZ","VALS","700","8","POLITICO","D_1171",""
"DE NUEVO LOS VALSECITOS CRIOLLOS","DE LA MANO DE ARIEL RAMIREZ","VALS","752","9","EDUCATIVO","D_1172",""
"CANTA SUS CANCIONES FAVORITAS","ANTONIO TORMO","VALS","752","1","ECONOMICO","D_1173",""
"14 TEMAS INEDITOS","ALFREDO ZITARROSA","VALS","296","7","EDUCATIVO","D_1174",""
"QUE NADIE SEPA MI SUFRIR","SOLEDAD","VALS","600","9","AMBIENTAL","D_1175",""
"50 AÑOS CON LAS LIMEÑITAS","LAS LIMEÑITAS","VALS","704","5","EDUCATIVO","D_1176",""
"LOS MOROCHUCOS VOLI","LOS MOROCHUCOS","VALS","816","9","AMBIENTAL","D_1177",""
"GRANDES EXITOS","OSCAR AVILES Y SU CONJUNTO FIESTA CRIOLLA","VALS","800","7","EDUCATIVO","D_1178",""
"PROPIEDAD PRIVADA","SOLEDAD","VALS","700","9","EDUCATIVO","D_1179",""
"MUSICA PERUANA LOS GRANDES DE LA JARANA CRIOLLA","VARIOUS ARTISTS","VALS","700","3","AMBIENTAL","D_1180",""
"SEÑORA CUENTEME","GIAN MARCO","VALS","200","9","CULTURAL","D_1181",""
"ANTOLOGIA 1960 1990","LUCHO BARRIOS","VALS","200","7","AMBIENTAL","D_1182",""
"18 COMPOSICIONES DE ORO FELIPE PINGLO ALVA","VARIOUS ARTISTS","VALS","778","8","RELIGION","D_1183",""
"VOCAL DUELS FROM THE STREETS OF LIMA","LOS CUATRO ACES DE LA JARANA","VALS","698","10","CULTURAL","D_1184",""
"CHABUCA INEDITA","CHABUCA GRANDA","VALS","732","2","AMBIENTAL","D_1185",""
"THE PLATINUM COLLECTION","CHABUCA GRANDA","VALS","550","4","EDUCATIVO","D_1186",""
